seed,weight_decay,N,selected_proxy_reward_mean,selected_true_utility_mean,selected_spurious_utility_mean,oracle_best_true_utility_mean,random_candidate_true_utility_mean,proxy_minus_true_gap
90004,0.0,1,2.9238035678863525,0.026295941323041916,1.9270678758621216,0.026295941323041916,0.026295948773622513,2.897507667541504
90004,0.0,4,4.8330793380737305,0.07074740529060364,4.08863639831543,1.0250989198684692,0.026295948773622513,4.762331962585449
90004,0.0,16,5.266117095947266,0.07020701467990875,6.768533706665039,1.7644582986831665,0.026295948773622513,5.1959099769592285
90004,0.0,64,5.282676696777344,0.08116275817155838,9.44071102142334,2.3461742401123047,0.026295948773622513,5.201513767242432
90004,0.0,256,5.282873153686523,0.05746357515454292,12.039716720581055,2.8388288021087646,0.026295948773622513,5.225409507751465
90004,1e-05,1,2.9238035678863525,0.026295941323041916,1.9270678758621216,0.026295941323041916,0.026295948773622513,2.897507667541504
90004,1e-05,4,4.8330793380737305,0.07074740529060364,4.08863639831543,1.0250989198684692,0.026295948773622513,4.762331962585449
90004,1e-05,16,5.266117095947266,0.07020701467990875,6.768533706665039,1.7644582986831665,0.026295948773622513,5.1959099769592285
90004,1e-05,64,5.282676696777344,0.08116275817155838,9.44071102142334,2.3461742401123047,0.026295948773622513,5.201513767242432
90004,1e-05,256,5.282873153686523,0.05746357515454292,12.039716720581055,2.8388288021087646,0.026295948773622513,5.225409507751465
90004,0.0001,1,2.929812431335449,0.026295941323041916,1.9270678758621216,0.026295941323041916,0.026295948773622513,2.9035165309906006
90004,0.0001,4,4.836176872253418,0.06889110058546066,4.089232921600342,1.0250989198684692,0.026295948773622513,4.7672858238220215
90004,0.0001,16,5.266514301300049,0.06864027678966522,6.771157741546631,1.7644582986831665,0.026295948773622513,5.197874069213867
90004,0.0001,64,5.283060073852539,0.08207077533006668,9.44194221496582,2.3461742401123047,0.026295948773622513,5.200989246368408
90004,0.0001,256,5.283259391784668,0.050212979316711426,12.051854133605957,2.8388288021087646,0.026295948773622513,5.233046531677246
90004,0.001,1,2.9207820892333984,0.026295941323041916,1.9270678758621216,0.026295941323041916,0.026295948773622513,2.89448618888855
90004,0.001,4,4.829594612121582,0.07151235640048981,4.088537216186523,1.0250989198684692,0.026295948773622513,4.758082389831543
90004,0.001,16,5.2627482414245605,0.07019641250371933,6.7669830322265625,1.7644582986831665,0.026295948773622513,5.192551612854004
90004,0.001,64,5.279404163360596,0.07511155307292938,9.427886962890625,2.3461742401123047,0.026295948773622513,5.2042927742004395
90004,0.001,256,5.279603481292725,0.055229611694812775,11.759604454040527,2.8388288021087646,0.026295948773622513,5.224373817443848
